labcode;country;region;longitude;latitude;site;sample;material;species;d13C;r_date;r_date_sigma;qual;F14C;F14C_sigma;environment;context;period;dynasty;reign
OxA-9322;UK;;-5.34059;57.6393;Cladh Nan Sassunach;SBP/CS96/003/3008;charcoal;Pinus sylvestris;-23.799;428;33;;0.9481;0.0039;NA;NA;NA;NA;NA
OxA-8800;UK;;-3.41095;55.2257;Cleuchbrae, Annandale;104;wood;Betula;-28.464;2885;45;;0.6985;0.0041;NA;NA;NA;NA;NA
OxA-8801;UK;;-3.41095;55.2257;Cleuchbrae, Annandale;17;charcoal;Corylus;-26.468;3115;40;;0.6788;0.0035;NA;NA;NA;NA;NA
OxA-8832;UK;;-3.41095;55.2257;Cleuchbrae, Annandale;1012;wood;Quercus;-26.906;3055;45;;0.6836;0.0038;NA;NA;NA;NA;NA
OxA-8833;UK;;-3.41095;55.2257;Cleuchbrae, Annandale;19;charcoal;Corylus;-25.434;3380;40;;0.6566;0.0031;NA;NA;NA;NA;NA
Withdrawn-934-34;UK;;-6.94254;58.2205;Cnip, Isle of Lewis;Burial A;bone;human;-17;1332;40;;0.8472;0.0042;NA;NA;NA;NA;NA
OxA-10088;UK;;-2.8962;55.9835;Coast Road, Longniddry;Skeleton 2/009;bone;Homo sapiens sapiens;-20.374;3152;39;;0.6755;0.0033;NA;NA;NA;NA;NA
Withdrawn-970-39;UK;;-2.8962;55.9835;Coast Road, Longniddry;Skeleton 4/017;bone;Homo sapiens sapiens;-20.163;3274;39;;0.6653;0.0032;NA;NA;NA;NA;NA
OxA-6684;UK;;-3.74748;52.361;Comet Lode;CH95/D8/077 (find 41);antler;red deer;-21.411;3405;70;;0.6547;0.0057;NA;NA;NA;NA;NA
OxA-8516;UK;;-2.04224;52.044;Conderton Camp;Sample O(a);charcoal;Rosaceae;-25.968;2115;40;;0.7685;0.0036;NA;NA;NA;NA;NA
OxA-8517;UK;;-2.04224;52.044;Conderton Camp;Sample O(b);charcoal;Rosaceae;-25.89;2225;35;;0.758;0.0034;NA;NA;NA;NA;NA
OxA-8568;UK;;-2.04224;52.044;Conderton Camp;A(a);charcoal;Quercus sp.;-24.655;2510;40;;0.7317;0.0038;NA;NA;NA;NA;NA
OxA-8569;UK;;-2.04224;52.044;Conderton Camp;A(b);charcoal;Quercus sp.;-26.056;2385;45;;0.7432;0.0043;NA;NA;NA;NA;NA
OxA-8612;UK;;-2.04224;52.044;Conderton Camp;Sample D;bone;pig;-22.0555;2415;30;;0.7402;0.0026;NA;NA;NA;NA;NA
OxA-8614;UK;;-2.04224;52.044;Conderton Camp;Sample Li(a);bone;animal;-21.214;2260;40;;0.7548;0.0038;NA;NA;NA;NA;NA
OxA-8615;UK;;-2.04224;52.044;Conderton Camp;Sample Li(b);bone;animal;-22.006;2355;40;;0.746;0.0038;NA;NA;NA;NA;NA
OxA-8639;UK;;-2.04224;52.044;Conderton Camp;Sample F;bone;pig;-21.23;2285;25;;0.7526;0.0023;NA;NA;NA;NA;NA
OxA-8640;UK;;-2.04224;52.044;Conderton Camp;Sample H;bone;cattle;-21.761;2265;25;;0.7541;0.0024;NA;NA;NA;NA;NA
OxA-8641;UK;;-2.04224;52.044;Conderton Camp;Sample I;bone;horse;-21.638;2235;25;;0.7571;0.0024;NA;NA;NA;NA;NA
OxA-8642;UK;;-2.04224;52.044;Conderton Camp;Sample J;bone;cattle;-21.063;2295;25;;0.7513;0.0023;NA;NA;NA;NA;NA
OxA-8643;UK;;-2.04224;52.044;Conderton Camp;Sample K;bone;sheep/goat;-21.799;2155;25;;0.7647;0.0025;NA;NA;NA;NA;NA
OxA-8644;UK;;-2.04224;52.044;Conderton Camp;Sample Liv(a);bone;sheep/cattle;-21.154;2315;35;;0.7496;0.0032;NA;NA;NA;NA;NA
OxA-8645;UK;;-2.04224;52.044;Conderton Camp;Sample Liv(b);bone;sheep/cattle;-21.518;2310;35;;0.7499;0.0032;NA;NA;NA;NA;NA
OxA-8646;UK;;-2.04224;52.044;Conderton Camp;Sample Lv(a);bone;sheep/cattle;-21.326;2270;35;;0.7538;0.0031;NA;NA;NA;NA;NA
OxA-8647;UK;;-2.04224;52.044;Conderton Camp;Sample Lv(b);bone;sheep/cattle;-22.279;2275;35;;0.7535;0.0032;NA;NA;NA;NA;NA
OxA-8648;UK;;-2.04224;52.044;Conderton Camp;Sample N;bone;sheep;-21.3645;2280;25;;0.7527;0.0022;NA;NA;NA;NA;NA
OxA-8649;UK;;-2.04224;52.044;Conderton Camp;Sample P;bone;cattle;-21.1725;2265;25;;0.7542;0.0022;NA;NA;NA;NA;NA
OxA-8727;UK;;-2.04224;52.044;Conderton Camp;Sample Lii(b);bone;animal;-20.808;2085;55;;0.7712;0.0053;NA;NA;NA;NA;NA
OxA-8785;UK;;-2.04224;52.044;Conderton Camp;Sample Lii(a);bone;animal;-20.808;2275;40;;0.7536;0.0038;NA;NA;NA;NA;NA
OxA-6837;Italy;;12.9611;43.525;Conelle di Arcevia;Co AE S;bone;horse radius;-19.869;3085;50;;0.6813;0.0044;NA;NA;NA;NA;NA
OxA-7000;Moldova;;28.05;48.1;Corpach Mas;11;bone;Bovide;-19.147;24020;220;;0.0502;0.0014;NA;NA;NA;NA;NA
OxA-6812;UK;;0;0;Corrydown, Gartley, Aberdeen;NMS AD 1106;tissue;calf skin;-21.381;2835;60;;0.7027;0.0051;NA;NA;NA;NA;NA
OxA-5233;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;11;bone;;-18.67;17900;200;;0.1078;0.0026;NA;NA;NA;NA;NA
OxA-5234;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;12;bone;;-18.72;17900;180;;0.1077;0.0023;NA;NA;NA;NA;NA
OxA-5235;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;13;bone;;-19.24;18000;180;;0.1065;0.0023;NA;NA;NA;NA;NA
OxA-5236;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;14;bone;;-19.1;17840;180;;0.1085;0.0024;NA;NA;NA;NA;NA
OxA-5237;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;15;bone;;-19.44;18000;180;;0.1064;0.0023;NA;NA;NA;NA;NA
OxA-5238;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;16;bone;;-19.36;18060;180;;0.1056;0.0023;NA;NA;NA;NA;NA
OxA-5247;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;17;bone;;-19.12;18140;200;;0.1045;0.0025;NA;NA;NA;NA;NA
OxA-5248;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;18;bone;;-19.36;18780;200;;0.0965;0.0024;NA;NA;NA;NA;NA
OxA-5249;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;19;bone;;-19.77;18940;220;;0.0946;0.0026;NA;NA;NA;NA;NA
OxA-5250;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;11;bone;;-20.41;18980;220;;0.0941;0.0025;NA;NA;NA;NA;NA
OxA-5251;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;12;bone;;-19.58;19060;220;;0.0931;0.0024;NA;NA;NA;NA;NA
OxA-5252;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;13;bone;;-18.82;19060;200;;0.0932;0.0024;NA;NA;NA;NA;NA
OxA-5253;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;14;bone;;-19.16;19080;220;;0.093;0.0025;NA;NA;NA;NA;NA
OxA-5254;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;15;bone;;-19.31;18980;200;;0.0942;0.0024;NA;NA;NA;NA;NA
OxA-5255;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;16;bone;;-20.4;18860;200;;0.0956;0.0024;NA;NA;NA;NA;NA
OxA-5256;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;17;bone;;-19.39;18560;200;;0.0993;0.0024;NA;NA;NA;NA;NA
OxA-5257;Moldova;;28.3333;48.1833;Cosautsi, nr Sorocka;18;bone;;-19.1;17840;180;;0.1086;0.0024;NA;NA;NA;NA;NA
OxA-4921;UK;;-7.08333;55.1333;Coulererach;COUL 1;plant remains;Ericaceous twig;-30.6;4010;75;;0.6069;0.0058;NA;NA;NA;NA;NA
OxA-4922;UK;;-6.45669;55.7991;Coulererach;COUL 2;plant remains;Leaf/stem monocotyledon;-29.2;3860;110;;0.6187;0.0084;NA;NA;NA;NA;NA
OxA-4923;UK;;-6.45669;55.7991;Coulererach;COUL 3;plant remains;;-31.1;4895;80;;0.5438;0.0053;NA;NA;NA;NA;NA
OxA-4924;UK;;-6.45669;55.7991;Coulererach;COUL 6;charcoal;;-26.4;7530;80;;0.3919;0.004;NA;NA;NA;NA;NA
OxA-5040;UK;;-6.45669;55.7991;Coulererach;COUL 4;plant remains;Monocotyledon/Eupatorium;-27.1;4615;70;;0.563;0.0049;NA;NA;NA;NA;NA
OxA-5153;UK;;-6.45669;55.7991;Coulererach;COUL 5;plant remains;Monocotyledon;-27.11;4700;100;;0.5571;0.0069;NA;NA;NA;NA;NA
OxA-6221;France;;3.5;48.5;Courtavant;ML 1180;tooth;boar;-21.05;895;50;;0.8945;0.0054;NA;NA;NA;NA;NA
OxA-6721;France;;3.5;48.5;Courtavant;ML1180;bone;boar;-19.861;1035;40;;0.8793;0.0044;NA;NA;NA;NA;NA
OxA-6416;Spain;;-7.63333;39.9667;Cova d'es Carritx;Carritx 20;hair;human;-22.526;3165;45;;0.6744;0.0037;NA;NA;NA;NA;NA
OxA-7235;Spain;;-7.63333;39.9667;Cova d'es Carritx;Carritx 20;hair;human;-20.321;2935;45;;0.6939;0.0039;NA;NA;NA;NA;NA
Withdrawn-997-32;Spain;;-7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 13;bone;human;-18.946;3072;38;;0.6822;0.0033;NA;NA;NA;NA;NA
Withdrawn-997-33;Spain;;-7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 20;bone;human;-18.816;3175;38;;0.6735;0.0032;NA;NA;NA;NA;NA
OxA-7803;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 10;bone;human;-19.113;2875;40;;0.699;0.0035;NA;NA;NA;NA;NA
OxA-7810;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 1;bone;human;-19.741;3100;40;;0.6798;0.0035;NA;NA;NA;NA;NA
OxA-7811;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 7;bone;human;-18.893;2915;40;;0.6956;0.0036;NA;NA;NA;NA;NA
OxA-7812;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 9;bone;human;-19.706;2850;40;;0.7014;0.0033;NA;NA;NA;NA;NA
OxA-7819;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 21;bone;human;-18.947;2965;40;;0.6912;0.0034;NA;NA;NA;NA;NA
OxA-7820;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 24;bone;human;-19.178;2380;40;;0.7434;0.0035;NA;NA;NA;NA;NA
OxA-7821;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 26;bone;human;-18.779;3030;40;;0.686;0.0033;NA;NA;NA;NA;NA
OxA-7822;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 27;bone;human;-19.152;2680;40;;0.7165;0.0034;NA;NA;NA;NA;NA
OxA-7823;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 29;bone;human;-18.968;2805;40;;0.7051;0.0034;NA;NA;NA;NA;NA
OxA-7888;Spain;;7.63333;39.9667;Cova d'es Carritx, Menorca;Sample 28;bone;human;-19.587;2710;75;;0.7137;0.0067;NA;NA;NA;NA;NA
OxA-10191;Spain;;-0.366667;38.8333;Cova de l'Or (Beniarres);17:CO-J4-C14;seeds;Triticum aestivum;-22.86;6275;70;;0.458;0.0039;NA;NA;NA;NA;NA
OxA-10192;Spain;;-0.366667;38.8333;Cova de l'Or (Beniarres);20:CO-J4-C17a;seeds;Triticum aestivum;-23.849;6310;70;;0.4558;0.0038;NA;NA;NA;NA;NA
OxA-8263;Spain;;-7.63333;39.9667;Cova Des Carritx, W Menorca;Carritx 6C;hair;human;-19.718;2585;40;;0.7249;0.0034;NA;NA;NA;NA;NA
OxA-10143;UK;;-3.29994;55.9788;Cramond, Edinburgh;CR95/74/1409;seeds;hazelnut shell;-23.481;9150;45;;0.3202;0.0019;NA;NA;NA;NA;NA
OxA-10144;UK;;-3.29994;55.9788;Cramond, Edinburgh;CR95/283/1402 M;seeds;hazelnut shell;-23.086;9110;60;;0.3217;0.0023;NA;NA;NA;NA;NA
OxA-10145;UK;;-3.29994;55.9788;Cramond, Edinburgh;CR95/291/1409;seeds;hazelnut shell;-24.89;9230;50;;0.3169;0.002;NA;NA;NA;NA;NA
OxA-10178;UK;;-3.29994;55.9788;Cramond, Edinburgh;CR95/956/1426 M;seeds;hazelnut shell;-23.341;9105;65;;0.3218;0.0026;NA;NA;NA;NA;NA
OxA-10179;UK;;-3.29994;55.9788;Cramond, Edinburgh;CR95/958/1426 K;seeds;hazelnut shell;-23.945;9130;65;;0.321;0.0025;NA;NA;NA;NA;NA
OxA-10180;UK;;-3.29994;55.9788;Cramond, Edinburgh;CR95/1066/1431;seeds;hazelnut shell;-26.031;9250;60;;0.3161;0.0024;NA;NA;NA;NA;NA
OxA-5379;UK;;-1.20387;54.1075;Crankley Lane, Easingwold;110A, 1354;wood;;-25.8;855;45;;0.8988;0.0049;NA;NA;NA;NA;NA
OxA-5380;UK;;-1.20387;54.1075;Crankley Lane, Easingwold;110B, 1354;wood;;-26.61;870;45;;0.8973;0.0052;NA;NA;NA;NA;NA
OxA-5381;UK;;-1.20387;54.1075;Crankley Lane, Easingwold;151A, 1411;plant remains;;-30.12;170;40;;0.979;0.0051;NA;NA;NA;NA;NA
OxA-5382;UK;;-1.20387;54.1075;Crankley Lane, Easingwold;151B, 1411;plant remains;;-28.71;160;40;;0.9804;0.005;NA;NA;NA;NA;NA
OxA-5383;UK;;-1.20387;54.1075;Crankley Lane, Easingwold;157A, 1443;seeds;Sambucus nigra;-25.21;1960;45;;0.7836;0.0045;NA;NA;NA;NA;NA
OxA-5384;UK;;-1.20387;54.1075;Crankley Lane, Easingwold;157B, 1443;seeds;Sambucus nigra;-25.94;1905;45;;0.7887;0.0044;NA;NA;NA;NA;NA
OxA-5385;UK;;-1.20387;54.1075;Crankley Lane, Easingwold;164A, 1230;wood;?oak;-25.21;1895;45;;0.79;0.0044;NA;NA;NA;NA;NA
OxA-5386;UK;;-1.20387;54.1075;Crankley Lane, Easingwold;164B, 1230;wood;?oak;-25.21;1890;45;;0.7902;0.0045;NA;NA;NA;NA;NA
OxA-5900;France;;6.26667;48.5167;Crevechamps;Zone A, St 1081;charcoal;;-25.28;2155;45;;0.7649;0.0042;NA;NA;NA;NA;NA
OxA-5904;France;;6.26667;48.5167;Crevechamps;Zone D, St 5022;charcoal;;-24.58;2525;50;;0.7303;0.0046;NA;NA;NA;NA;NA
OxA-6180;UK;;-2.82018;54.9377;Crosby Airport;CBA S 3;charcoal;;-25.51;4645;60;;0.5608;0.0042;NA;NA;NA;NA;NA
OxA-9125;UK;;-6.28532;58.4808;Cross Glebe, Isle of Lewis;Sample 12;plant remains;organic core;-28.61;0;0;m;1.0435;0.0048;NA;NA;NA;NA;NA
OxA-9188;UK;;-6.28532;58.4808;Cross Glebe, Isle of Lewis;Sample 7;plant remains;organic core;-28.867;100;45;;0.9874;0.0053;NA;NA;NA;NA;NA
OxA-9189;UK;;-6.28532;58.4808;Cross Glebe, Isle of Lewis;Sample 23;plant remains;organic core;-28.44;390;55;;0.9525;0.0063;NA;NA;NA;NA;NA
OxA-7123;UK;;-6.28532;58.4808;Cross Glebe,Ness,Isle of Lewes;MDB 09/96, 36;plant remains;pollen;-27.064;7455;55;;0.3953;0.0028;NA;NA;NA;NA;NA
OxA-9250;UK;;-5.83833;57.3361;Crowlin 1;SFS99 3/4;charcoal;Betula sp.;-27.691;1296;39;;0.851;0.0041;NA;NA;NA;NA;NA
OxA-9251;UK;;-5.83833;57.3361;Crowlin 1;SFS99 1/11;charcoal;Betula sp.;-26.586;1799;37;;0.7994;0.0037;NA;NA;NA;NA;NA
OxA-9252;UK;;-5.83833;57.3361;Crowlin 1;SFS99 1/6;charcoal;Betula sp.;-26.44;477;35;;0.9423;0.0041;NA;NA;NA;NA;NA
OxA-9253;UK;;-5.83833;57.3361;Crowlin 1;SFS99 N11;bone;deer;-20.873;316;39;;0.9615;0.0046;NA;NA;NA;NA;NA
OxA-3084;Belize;;-88.5833;18.0833;Cuello;148 (4280);bone;human;-15.9;3070;80;;0.682377;0.00679573;NA;NA;NA;NA;NA
OxA-3085;Belize;;-88.5833;18.0833;Cuello;154 (5093);bone;human;-10.8;2020;80;;0.777662;0.00774468;NA;NA;NA;NA;NA
OxA-3664;Belize;;-88.5833;18.0833;Cuello;4521;bone;human;-13.8;2510;65;;0.731644;0.00592019;NA;NA;NA;NA;NA
OxA-4452;Belize;;-88.5;18.0833;Cuello;4458;charcoal;manioc root;-22.5;2540;70;;0.729;0.0063;NA;NA;NA;NA;NA
OxA-4453;Belize;;-88.5;18.0833;Cuello;4662;charcoal;;-24.7;2485;70;;0.7341;0.0066;NA;NA;NA;NA;NA
OxA-4454;Belize;;-88.5;18.0833;Cuello;4663;charcoal;;-26.8;2800;70;;0.7057;0.0061;NA;NA;NA;NA;NA
OxA-4455;Belize;;-88.5;18.0833;Cuello;4682;charcoal;;-23.7;2745;75;;0.7103;0.0068;NA;NA;NA;NA;NA
OxA-4456;Belize;;-88.5;18.0833;Cuello;4683;charcoal;fruit/nut kernel;-24.3;2535;70;;0.7292;0.0064;NA;NA;NA;NA;NA
OxA-4457;Belize;;-88.5;18.0833;Cuello;4685;charcoal;;-24.4;2625;75;;0.7212;0.0067;NA;NA;NA;NA;NA
OxA-4458;Belize;;-88.5;18.0833;Cuello;B.176,C4465;bone;human;-13.5;2600;75;;0.7235;0.0066;NA;NA;NA;NA;NA
OxA-4459;Belize;;-88.5;18.0833;Cuello;B.177;bone;human;-12.7;2545;70;;0.7286;0.0063;NA;NA;NA;NA;NA
OxA-4460;Belize;;-88.5;18.0833;Cuello;B.178;bone;human;-14.4;2620;75;;0.7218;0.0068;NA;NA;NA;NA;NA
OxA-4461;Belize;;-88.5;18.0833;Cuello;B.180;bone;human;-13.5;3040;80;;0.6848;0.0068;NA;NA;NA;NA;NA
OxA-4542;Belize;;-88.5;18.0833;Cuello;4569;charcoal;;-24.82;2650;60;;0.7191;0.0054;NA;NA;NA;NA;NA
OxA-5020;Belize;;-88.5;18.0833;Cuello;159/167;bone;human;-13.34;2720;55;;0.7127;0.0048;NA;NA;NA;NA;NA
OxA-5021;Belize;;-88.5;18.0833;Cuello;171;bone;human;-11.57;2590;55;;0.7245;0.005;NA;NA;NA;NA;NA
OxA-5037;Belize;;-88.5;18.0833;Cuello;174;bone;human;-13.94;2715;75;;0.7132;0.0067;NA;NA;NA;NA;NA
OxA-5312;Belize;;-88.5;18.0833;Cuello;173;bone;human;-11.6;3215;65;;0.6701;0.0055;NA;NA;NA;NA;NA
OxA-5776;Belize;;-88.5;18.0833;Cuello;Burial 27, F79;bone;human;-14.53;2510;55;;0.7318;0.0051;NA;NA;NA;NA;NA
OxA-7477;UK;;0;0;Dalness, Sutherland;NMS SFA24/ME747;wood;alder;-26.006;1875;35;;0.7919;0.0035;NA;NA;NA;NA;NA
OxA-6813;UK;;0;0;Dalrigh, Nr Ovan, Argyll;NMS EQ192;wood;birch bark;-27.046;3555;60;;0.6425;0.0046;NA;NA;NA;NA;NA
OxA-5196;UK;;-0.590344;51.4745;Datchet, Thames;DOB 19;wood;Fraxinus sp;-25.04;3035;40;;0.6853;0.0035;NA;NA;NA;NA;NA
OxA-6577;Ukraine;;0;0;Dereivka;Cult stallion;bone;horse;-21.041;1995;60;;0.7801;0.0056;NA;NA;NA;NA;NA
OxA-7185;Ukraine;;0;0;Dereivka;Dereivka;tooth;horse;-20.325;2295;60;;0.7517;0.0056;NA;NA;NA;NA;NA
OxA-8020;Georgia;;43.3;42.3167;Dewischwreli Cave;6E-DEWIS 21-32/22;bone;Cervus elaphus;-20.401;10025;55;;0.2871;0.002;NA;NA;NA;NA;NA
OxA-8737;UK;;-1.20391;53.2621;Dog Hole Fissure;DH418 73;tooth;lynx;-20.704;9570;60;;0.3037;0.0023;NA;NA;NA;NA;NA
OxA-6804;UK;;0;0;Dowalton Loch, Wigtownshire;NMS HU35;tissue;leather;-21.946;1440;40;;0.8359;0.0044;NA;NA;NA;NA;NA
OxA-10006;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;336-337cm;wood;Betula twigs;-28.205;1850;37;;0.7943;0.0036;NA;NA;NA;NA;NA
OxA-9359;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;24-25cm;plant remains;Monocotyledonous;-28.57;831;35;;0.9017;0.004;NA;NA;NA;NA;NA
OxA-9360;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;84-85cm;plant remains;Monocotyledonous;-27.347;945;45;;0.889;0.0048;NA;NA;NA;NA;NA
OxA-9381;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;228-229cm;plant remains;Dicotyledonous;-27.568;2125;45;;0.7675;0.0044;NA;NA;NA;NA;NA
OxA-9382;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;268-269cm;plant remains;Monocotyledonous;-28.025;2380;45;;0.7437;0.0042;NA;NA;NA;NA;NA
OxA-9405;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;56-57cm;plant remains;Monocotyledonous;-28.078;556;36;;0.9332;0.0041;NA;NA;NA;NA;NA
OxA-9406;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;204-205cm;plant remains;Carex rostrata;-26.96;1807;39;;0.7985;0.0038;NA;NA;NA;NA;NA
OxA-9407;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;300-301cm;plant remains;Betulaceae leaf;-27.536;1940;39;;0.7854;0.0038;NA;NA;NA;NA;NA
OxA-9598;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;104-105cm;plant remains;Myrica Gale Twigs;-27.564;1255;40;;0.8553;0.0042;NA;NA;NA;NA;NA
OxA-9599;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;132-133cm;plant remains;Monocoyledonous;-25.389;1260;34;;0.8548;0.0036;NA;NA;NA;NA;NA
OxA-9600;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;164-165cm;plant remains;Monocoyledonous;-25.844;1525;37;;0.8271;0.0038;NA;NA;NA;NA;NA
OxA-9601;UK;;-5.48653;56.0862;Dunadd Environs, Kilmartin;188-189cm;plant remains;Monocoyledonous;-26.971;1642;36;;0.8151;0.0036;NA;NA;NA;NA;NA
OxA-10004;UK;;-30;55.0833;Dunaverny fleshhook/bog find;56,12-22,1;wood;Quercus;-25.923;2839;37;;0.7023;0.0032;NA;NA;NA;NA;NA
OxA-10005;UK;;-30;55.0833;Dunaverny fleshhook/bog find;56,12-22,1;wood;Quercus;-26.095;2818;37;;0.7041;0.0032;NA;NA;NA;NA;NA
OxA-3700;Ireland;;-9;52.6667;Edenvale Cave;1/ F21099;bone;Equus caballus;-19.6;1675;60;;0.811789;0.00606341;NA;NA;NA;NA;NA
OxA-6946;UK;;-7.45027;57.6499;Eilean Olabhat, Hebrides;14;charcoal;food remains;-25.566;1575;45;;0.8221;0.0048;NA;NA;NA;NA;NA
OxA-6947;UK;;-7.45027;57.6499;Eilean Olabhat, Hebrides;15;charcoal;food remains;-24.998;1590;50;;0.8202;0.0049;NA;NA;NA;NA;NA
OxA-6948;UK;;-7.45027;57.6499;Eilean Olabhat, Hebrides;16;charcoal;food remains;-26.036;2500;50;;0.7326;0.0046;NA;NA;NA;NA;NA
OxA-6949;UK;;-7.45027;57.6499;Eilean Olabhat, Hebrides;18;charcoal;food remains;-24.856;2205;50;;0.7597;0.0049;NA;NA;NA;NA;NA
OxA-6950;UK;;-7.45027;57.6499;Eilean Olabhat, Hebrides;19;charcoal;food remains;-25.6;2170;50;;0.7635;0.0046;NA;NA;NA;NA;NA
OxA-6970;UK;;-7.45027;57.6499;Eilean Olabhat, Hebrides;13;charcoal;food remains;-25.538;1440;35;;0.8357;0.0035;NA;NA;NA;NA;NA
OxA-6971;UK;;-7.45027;57.6499;Eilean Olabhat, Hebrides;11;charcoal;food remains;-25.585;1970;35;;0.7823;0.0035;NA;NA;NA;NA;NA
OxA-6972;UK;;-7.45027;57.6499;Eilean Olabhat, Hebrides;11;charcoal;food remains;-24.822;2325;35;;0.7489;0.0033;NA;NA;NA;NA;NA
OxA-6973;UK;;-7.45027;57.6499;Eilean Olabhat, Hebrides;12;charcoal;food remains;-25.164;2310;35;;0.7501;0.0031;NA;NA;NA;NA;NA
OxA-6217;South Africa;;19.0167;-32.05;Eland Cave;UCT 5666;bone;human;-18.7;2145;50;;0.7658;0.0048;NA;NA;NA;NA;NA
OxA-10048;Germany;;7.55;52.1833;Emsdetten;Emsdett 1;bone;Homo sapiens;-17.386;2460;37;;0.7362;0.0034;NA;NA;NA;NA;NA
OxA-10206;UK;;0;0;Eton Rowing Lake;DBC 40929;pottery;pot residue;-26.924;4565;60;;0.5664;0.0042;NA;NA;NA;NA;NA
OxA-6814;UK;;0;0;Evie, Nr Quinni Moan,Orkney;NMS FC262(4);tissue;leather;-21.235;1300;50;;0.8504;0.0051;NA;NA;NA;NA;NA
OxA-9283;UK;;-5.33345;57.6345;Fasagh Ironworks;SBP/FA96/141/088;charcoal;Pinus sylvestris;-25.34;718;36;;0.9145;0.0041;NA;NA;NA;NA;NA
OxA-9284;UK;;-5.33345;57.6345;Fasagh Ironworks;SBP/FA96/123/091;charcoal;Pinus sylvestris;-25.315;494;32;;0.9403;0.0037;NA;NA;NA;NA;NA
OxA-9320;UK;;-5.33345;57.6345;Fasagh Ironworks;SBP/FA96/001/055;charcoal;Betula sp.;-25.064;539;35;;0.9351;0.0041;NA;NA;NA;NA;NA
OxA-9321;UK;;-5.33345;57.6345;Fasagh Ironworks;SBP/FA96/019/TPB2;charcoal;Alnus;-28.451;337;33;;0.9589;0.004;NA;NA;NA;NA;NA
OxA-10859;UK;;0.49459;52.4892;Feltwell, Norfolk;NCM373.961/BMRL7213-1-Y;wood;Carpinus betulus;-25.165;3013;36;;0.6872;0.003;NA;NA;NA;NA;NA
OxA-5977;UK;;0;0;Feltwell, Whiteplot;NCM 5169;wood;;-21.34;2620;45;;0.7218;0.0043;NA;NA;NA;NA;NA
OxA-5976;UK;;0;0;Fengate Power Station;93;wood;;-25.41;2740;45;;0.711;0.0041;NA;NA;NA;NA;NA
OxA-5959;UK;;0;0;Fengate Power Stn;24;wood;;-25.23;2965;45;;0.6913;0.0038;NA;NA;NA;NA;NA
OxA-5960;UK;;0;0;Fengate Power Stn;33;wood;;-27;3230;45;;0.669;0.0036;NA;NA;NA;NA;NA
OxA-8763;UK;;-0.087324;51.5066;Fennings Wharf;FW84 435a;charcoal;Quercus sp.;-22.657;3360;40;;0.6581;0.0031;NA;NA;NA;NA;NA
OxA-8764;UK;;-0.087324;51.5066;Fennings Wharf;FW84 435b;charcoal;Quercus sp.;-22.572;3400;45;;0.6549;0.0037;NA;NA;NA;NA;NA
OxA-8765;UK;;-0.087324;51.5066;Fennings Wharf;FW84 546a;charcoal;Quercus sp.;-22.6;3345;45;;0.6593;0.0035;NA;NA;NA;NA;NA
OxA-8766;UK;;-0.087324;51.5066;Fennings Wharf;FW84 546b;charcoal;Quercus sp.;-22.946;3425;40;;0.6528;0.0033;NA;NA;NA;NA;NA
